Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,OwnerUserId,OwnerDisplayName,ClosedDate,IsClosed,Tags
"114","2","","108","2008-08-01 15:32:42","17","","","0",""
"116","2","","108","2008-08-01 15:34:43","58","","","0",""
"120","1","","","2008-08-01 15:50:08","83","Zack","","0","<sql><asp.net><xml><sitemap>"
"123","1","183","","2008-08-01 16:08:52","78","","2018-11-27 03:15:43","1","<java><xml><csv><data-conversion>"
"124","2","","80","2008-08-01 16:09:47","26","","","0",""
"126","1","127","","2008-08-01 16:10:30","58","","2012-05-08 18:11:27","1","<java><php><oop><theory>"
"127","2","","126","2008-08-01 16:13:47","35","","","0",""
"128","2","","126","2008-08-01 16:19:04","26","","","0",""
"129","1","","","2008-08-01 16:22:42","48","","2012-07-03 14:30:16","1","<mysql><sql-server><csv><sql-server-2005><bcp>"
"133","2","","123","2008-08-01 16:31:43","59","","","0",""
"134","1","206","","2008-08-01 16:33:38","71","","","0","<.net><database><xsd>"
"135","2","","129","2008-08-01 16:36:42","72","","","0",""
"139","2","","126","2008-08-01 16:43:30","72","","","0",""
"141","2","","129","2008-08-01 16:47:54","71","","","0",""
"142","2","","126","2008-08-01 16:56:55","42","","","0",""
"143","2","","126","2008-08-01 17:01:27","86","","","0",""
"145","1","","","2008-08-01 17:13:08","87","","","0","<c#><.net><file><compression>"
"146","1","152","","2008-08-01 17:14:58","30","","","0","<php><apache><logging><download><analytics>"
"147","2","","42","2008-08-01 17:23:43","146637","dubayou","","0",""
"148","2","","146","2008-08-01 17:24:24","71","","","0",""
"149","2","","145","2008-08-01 17:28:24","80","","","0",""
"151","2","","145","2008-08-01 17:30:56","44","","","0",""
"152","2","","146","2008-08-01 17:33:58","146637","dubayou","","0",""
"153","2","","146","2008-08-01 17:42:04","59","","","0",""
"154","2","","85","2008-08-01 17:45:06","146637","dubayou","","0",""
"155","2","","108","2008-08-01 17:47:54","9","","","0",""
"158","2","","146","2008-08-01 17:51:55","70","","","0",""
"159","2","","104","2008-08-01 17:52:46","42","","","0",""
"160","2","","129","2008-08-01 17:54:08","17","","","0",""
"161","2","","104","2008-08-01 17:57:14","33","","","0",""
"163","1","170","","2008-08-01 18:00:13","83","","","0","<.net><asp.net><svn><versioning>"
"164","1","699","","2008-08-01 18:02:22","91","","","0","<windows><embed><media>"
"165","2","","145","2008-08-01 18:04:25","","user2189331","","0",""
"166","2","","163","2008-08-01 18:08:16","17","","","0",""
"167","2","","164","2008-08-01 18:08:53","30","","","0",""
"169","2","","126","2008-08-01 18:23:59","93","","","0",""
"170","2","","163","2008-08-01 18:24:30","59","","","0",""
"173","1","516","","2008-08-01 18:33:08","83","","","0","<sql-server><database><svn><version-control>"
"174","1","","","2008-08-01 18:33:48","96","Chris","","0","<c#><html><web-services><printing>"
"175","1","","","2008-08-01 18:36:14","2089740","","2019-05-24 02:46:43","1","<youtube><reverse-engineering>"
"176","1","207","","2008-08-01 18:37:40","91","","","0","<linux><apache><virtualhost>"
"180","1","539","","2008-08-01 18:42:19","2089740","","2017-08-16 09:55:30","1","<algorithm><language-agnostic><colors><color-space>"
"183","2","","123","2008-08-01 18:51:12","86","","","0",""
"190","2","","123","2008-08-01 19:21:57","55","","","0",""
"192","1","258","","2008-08-01 19:23:13","91","","","0","<c#><.net><asp.net><internationalization><globalization>"
"194","1","197","","2008-08-01 19:26:37","60","","","0","<sql-server><migration>"
"195","2","","173","2008-08-01 19:28:25","80","","","0",""
"197","2","","194","2008-08-01 19:34:49","71","","","0",""
"199","2","","180","2008-08-01 19:36:46","50","","","0",""
"206","2","","134","2008-08-01 19:52:14","35","","","0",""
"207","2","","176","2008-08-01 19:58:45","50","","","0",""
"210","2","","192","2008-08-01 20:02:08","39","","","0",""
"212","2","","192","2008-08-01 20:05:12","96","Chris Marasti-Georg","","0",""
"227","1","2943318","","2008-08-01 21:40:55","146637","dubayou","","0","<php><arrays><tag-cloud>"
"229","2","","9","2008-08-01 21:46:12","91","","","0",""
"231","1","1812","","2008-08-01 22:08:14","62","","","0","<windows><mailto>"
"233","2","","231","2008-08-01 22:12:30","71","","","0",""
"234","1","12202","","2008-08-01 22:13:34","91","","","0","<mysql><sql-server><sql-server-2005>"
"236","2","","176","2008-08-01 22:20:05","48","","","0",""
"238","2","","234","2008-08-01 22:22:37","34","","","0",""
"243","2","","234","2008-08-01 22:31:36","71","","","0",""
"246","1","176741","","2008-08-01 22:34:42","71","","","0","<.net><database><sqlite>"
"253","2","","227","2008-08-01 23:10:56","55","","","0",""
"258","2","","192","2008-08-01 23:17:53","55","","","0",""
"260","1","307","","2008-08-01 23:22:08","91","","","0","<c#><.net><scripting><compiler-construction>"
"263","1","607","","2008-08-01 23:27:24","61","","","0","<c><linux><gtk><x11>"
"264","1","","","2008-08-01 23:28:51","104","","","0","<c++><berkeley-db>"
"265","1","266","","2008-08-01 23:29:32","105","","","0","<svn><collaboration>"
"266","2","","265","2008-08-01 23:40:28","34","","","0",""
"268","2","","265","2008-08-01 23:44:05","101","","","0",""
"269","2","","260","2008-08-01 23:49:57","91","","","0",""
"274","2","","227","2008-08-01 23:58:35","40","","","0",""
"289","1","298","","2008-08-02 00:40:58","109","","","0","<c#><.net><sorting><dictionary>"
"290","2","","174","2008-08-02 00:42:35","106","Sean","","0",""
"291","2","","289","2008-08-02 00:43:38","109","","","0",""
"292","2","","289","2008-08-02 00:47:48","91","","","0",""
"297","2","","176","2008-08-02 01:10:41","40","","","0",""
"298","2","","289","2008-08-02 01:15:42","49","","","0",""
"304","2","","109","2008-08-02 01:38:14","91","","","0",""
"307","2","","260","2008-08-02 01:49:46","49","","","0",""
"308","1","360","","2008-08-02 01:52:54","106","Sean","","0","<sql><database><oracle><version-control>"
"310","2","","308","2008-08-02 01:56:51","55","","","0",""
"328","1","7488","","2008-08-02 02:41:34","59","","","0","<security><php>"
"329","2","","328","2008-08-02 02:43:42","59","","","0",""
"330","1","332","","2008-08-02 02:51:36","63","","","0","<c++><oop><class><nested-class>"
"331","2","","328","2008-08-02 02:55:07","58","","","0",""
"332","2","","330","2008-08-02 03:00:24","59","","","0",""
"335","2","","328","2008-08-02 03:16:19","50","","","0",""
"336","1","339","","2008-08-02 03:34:44","61","","","0","<language-agnostic><types>"
"337","1","342","","2008-08-02 03:35:55","111","","2016-03-26 01:51:47","1","<python><xml>"
"339","2","","336","2008-08-02 03:49:21","59","","","0",""
"342","2","","337","2008-08-02 04:01:34","59","","","0",""
"344","2","","260","2008-08-02 04:18:15","100","","","0",""
"347","2","","336","2008-08-02 04:31:54","50","","","0",""
"352","2","","36","2008-08-02 05:20:22","5","","","0",""
"354","2","","336","2008-08-02 05:51:57","116","","","0",""
"356","2","","308","2008-08-02 06:05:04","116","","","0",""
"359","2","","260","2008-08-02 06:16:23","119","Jesse Ezell","","0",""
"360","2","","308","2008-08-02 06:23:33","109","","","0",""
"361","1","362","","2008-08-02 06:57:57","115","","","0","<string><language-agnostic><cross-platform>"
"362","2","","361","2008-08-02 07:48:07","80","","","0",""
"363","2","","308","2008-08-02 07:48:56","117","","","0",""
"364","2","","361","2008-08-02 07:56:07","122","Mike Stone","","0",""
"367","2","","88","2008-08-02 08:08:22","116","","","0",""
"371","1","396","","2008-08-02 08:19:18","49","","","0","<email><email-spam>"
"375","2","","371","2008-08-02 08:32:04","124","","","0",""
"382","1","384","","2008-08-02 08:58:27","122","Mike Stone","","0","<java><generics><warnings><casting><type-safety>"
"384","2","","382","2008-08-02 08:58:48","122","Mike Stone","","0",""
"387","1","","","2008-08-02 09:28:17","134","","","0","<search><lucene>"
"388","2","","361","2008-08-02 09:40:54","118","","","0",""
"391","2","","387","2008-08-02 09:51:00","134","","","0",""
"392","2","","387","2008-08-02 09:52:36","91","","","0",""
"396","2","","371","2008-08-02 10:21:54","136","","","0",""
"397","2","","72","2008-08-02 10:22:41","135","","","0",""
"402","1","2530953","","2008-08-02 10:47:08","136","","","0","<ios><objective-c><landscape>"
"407","2","","164","2008-08-02 11:05:55","137","","","0",""
"411","2","","48","2008-08-02 11:24:57","137","","","0",""
"412","2","","108","2008-08-02 11:30:47","123","","","0",""
"419","1","17396","","2008-08-02 11:52:01","268","Vincent Robert","","0","<com><vb6>"
"427","1","","","2008-08-02 12:12:02","123","","","0","<internet-explorer><windows-mobile><pocketpc>"
"430","2","","192","2008-08-02 12:28:12","136","","","0",""
"438","1","77397","","2008-08-02 12:56:58","136","","","0","<ruby-on-rails><ruby><http>"
"451","2","","371","2008-08-02 13:45:57","17","","","0",""
"467","2","","17","2008-08-02 14:57:13","144","","","0",""
"469","1","3040","","2008-08-02 15:11:16","147","","","0","<python><macos><fonts><photoshop>"
"470","1","473","","2008-08-02 15:11:47","71","","2016-03-26 05:23:29","1","<.net><web-services>"
"471","2","","337","2008-08-02 15:21:03","147","","","0",""
"473","2","","470","2008-08-02 15:33:13","49","","","0",""
"482","1","509","","2008-08-02 16:09:56","77","","","0","<c#><winforms><data-binding>"
"483","2","","438","2008-08-02 16:10:42","147","","","0",""
"497","2","","469","2008-08-02 16:56:53","50","","","0",""
"502","1","7090","","2008-08-02 17:01:58","147","","","0","<python><windows><image><pdf>"
"509","2","","482","2008-08-02 17:18:12","143","","","0",""
"514","1","519","","2008-08-02 17:26:39","151","","","0","<ruby-on-rails><ruby><crash>"
"516","2","","173","2008-08-02 17:33:54","150","","","0",""
"518","2","","469","2008-08-02 17:42:28","153","","","0",""
"519","2","","514","2008-08-02 17:50:34","136","","","0",""
"521","2","","173","2008-08-02 17:54:50","154","","","0",""
"522","2","","88","2008-08-02 17:57:06","156","","","0",""
"525","2","","337","2008-08-02 18:04:10","154","","","0",""
"529","2","","180","2008-08-02 18:16:07","86","","","0",""
"530","2","","264","2008-08-02 18:21:21","86","","","0",""
"531","2","","19","2008-08-02 18:22:52","157","","","0",""
"532","2","","265","2008-08-02 18:30:34","86","","","0",""
"535","1","541","","2008-08-02 18:43:54","154","","","0","<python><continuous-integration><extreme-programming>"
"536","2","","502","2008-08-02 18:49:07","161","Federico ","","0",""
"537","2","","263","2008-08-02 18:49:30","156","","","0",""
"538","2","","535","2008-08-02 18:56:56","156","","","0",""
"539","2","","180","2008-08-02 19:03:52","157","","","0",""
"540","2","","123","2008-08-02 19:06:38","154","","","0",""
"541","2","","535","2008-08-02 19:06:40","157","","","0",""
"549","1","477578","","2008-08-02 19:51:50","136","","2016-08-11 07:19:48","1","<security><http><authentication><language-agnostic><article>"
"551","2","","387","2008-08-02 20:03:06","156","","","0",""
"555","2","","549","2008-08-02 20:40:45","136","","","0",""
"561","1","794","","2008-08-02 21:34:24","157","","","0","<unit-testing><language-agnostic><testing>"
"562","1","","","2008-08-02 21:39:11","","Aaron","","0","<c#><asp.net><medium-trust>"
"564","1","566","","2008-08-02 21:47:34","25","","","0","<c#><java><integer><int>"
"566","2","","564","2008-08-02 21:55:45","154","","","0",""
"568","2","","564","2008-08-02 22:05:08","58","","","0",""
"576","2","","371","2008-08-02 23:00:53","163","","","0",""
"580","1","586","","2008-08-02 23:30:59","91","","","0","<sql-server><sql-server-2005><deployment><release-management>"
"582","2","","562","2008-08-02 23:33:30","149","","","0",""
"583","2","","564","2008-08-02 23:37:10","39","","","0",""
"585","2","","580","2008-08-02 23:40:04","149","","","0",""
"586","2","","580","2008-08-02 23:51:09","34","","","0",""
"588","1","633","","2008-08-03 00:03:58","172","","","0","<php><windows><exchange-server><webdav><mapi>"
"589","2","","561","2008-08-03 00:04:59","116","","","0",""
"590","2","","580","2008-08-03 00:22:03","116","","","0",""
"591","2","","580","2008-08-03 00:37:03","111","","","0",""
"594","1","595","","2008-08-03 01:15:08","116","","","0","<python><sql><database><oracle><cx-oracle>"
"595","2","","594","2008-08-03 01:17:36","116","","","0",""
"597","2","","580","2008-08-03 01:38:02","76","","","0",""
"598","2","","371","2008-08-03 01:39:56","175","engtech","","0",""
"599","2","","173","2008-08-03 01:49:58","175","engtech","","0",""
"601","1","602","","2008-08-03 02:05:59","","user2189331","2012-09-11 00:41:28","1","<c#><c++><random>"
"602","2","","601","2008-08-03 02:18:57","13","","","0",""
"605","2","","601","2008-08-03 02:26:33","116","","","0",""
"607","2","","263","2008-08-03 02:30:05","156","","","0",""
"608","2","","564","2008-08-03 02:32:50","13","","","0",""
"609","1","","","2008-08-03 02:48:43","179","","","0","<c++><visual-studio><compatibility><windows-nt>"
"611","2","","588","2008-08-03 03:07:30","173","","","0",""
"619","2","","514","2008-08-03 05:22:20","183","","","0",""
"622","1","623","","2008-08-03 05:45:21","184","Niyaz","","0","<performance><algorithm><primes>"
"623","2","","622","2008-08-03 06:03:35","154","","","0",""
"626","1","723","","2008-08-03 06:40:54","136","","","0","<ruby><lambda><proc>"
"629","2","","626","2008-08-03 07:28:54","122","Mike Stone","","0",""
"633","2","","588","2008-08-03 07:50:37","33","","","0",""
"635","2","","337","2008-08-03 08:34:57","188","","","0",""
"644","1","665","","2008-08-03 09:55:26","191","Ramesh Soni","","0","<sql><database>"
"650","1","655","","2008-08-03 11:12:52","143","","","0","<c#><visual-studio><versioning>"
"651","1","725","","2008-08-03 11:21:54","192","","","0","<asp.net><iis><authentication><active-directory>"
"655","2","","650","2008-08-03 11:41:38","91","","","0",""
"657","1","669","","2008-08-03 11:50:33","115","","","0","<php><encryption><passwords>"
"660","2","","535","2008-08-03 12:09:18","197","","","0",""
"665","2","","644","2008-08-03 12:26:35","197","","","0",""
"667","2","","264","2008-08-03 12:34:36","197","","","0",""
"669","2","","657","2008-08-03 12:48:36","117","","","0",""
"676","2","","227","2008-08-03 13:01:24","199","","","0",""
"679","2","","48","2008-08-03 13:12:21","51","","","0",""
"681","2","","328","2008-08-03 13:14:48","200","","","0",""
"683","1","57833","","2008-08-03 13:19:16","199","","","0","<python><arrays><iteration>"
"684","2","","644","2008-08-03 13:22:25","51","","","0",""
"691","2","","657","2008-08-03 13:48:25","34","","","0",""
"693","2","","371","2008-08-03 13:57:01","209","","","0",""
"695","2","","36","2008-08-03 13:59:24","206","","","0",""
"696","1","704","","2008-08-03 14:03:28","204","","","0","<php><database><odbc><db2><ibm-midrange>"
"699","2","","164","2008-08-03 14:27:20","30","","","0",""
"701","2","","683","2008-08-03 14:30:50","111","","","0",""
"704","2","","696","2008-08-03 14:39:09","200","","","0",""
"705","1","62459099","","2008-08-03 14:41:43","91","","","0","<.net><database><embedded-database>"
"707","2","","705","2008-08-03 14:48:52","46","","","0",""
"709","1","713","","2008-08-03 14:53:53","111","","","0","<c#><.net><visual-studio><unit-testing><nunit>"
"710","2","","705","2008-08-03 14:57:18","51","","","0",""
"712","2","","709","2008-08-03 14:57:44","91","","","0",""
"713","2","","709","2008-08-03 14:59:20","34","","","0",""
"717","1","799","","2008-08-03 15:07:10","","Nelson Marmol","","0","<.net><sql-server-2005><oledb><legacy><visual-foxpro>"
"718","2","","709","2008-08-03 15:07:20","27","","","0",""
"723","2","","626","2008-08-03 15:21:52","216","Joey deVilla","","0",""
"725","2","","651","2008-08-03 15:24:38","205","","","0",""
"730","2","","705","2008-08-03 15:34:17","","user2189331","","0",""
"735","2","","683","2008-08-03 15:47:22","145","","","0",""
"737","2","","705","2008-08-03 15:48:43","173","","","0",""
"742","1","33957","","2008-08-03 15:55:28","189","","","0","<python><django><views><oop>"
"745","2","","683","2008-08-03 15:59:19","154","","","0",""
"746","1","","","2008-08-03 16:03:48","192","","","0","<string><language-agnostic><format><title-case>"
"747","2","","746","2008-08-03 16:05:57","192","","","0",""
"749","2","","746","2008-08-03 16:12:43","58","","","0",""
"750","2","","683","2008-08-03 16:13:29","199","","","0",""
"751","2","","746","2008-08-03 16:25:07","219","Rudd","","0",""
"752","1","755","","2008-08-03 16:29:03","192","","","0","<c#><.net><performance><reflection><types>"
"754","2","","746","2008-08-03 16:33:51","142","","","0",""
"755","2","","752","2008-08-03 16:35:34","34","","","0",""
"759","2","","609","2008-08-03 16:54:12","","user2189331","","0",""
"761","1","762","","2008-08-03 17:30:20","214","","","0","<.net><internationalization><date><globalization>"
"762","2","","761","2008-08-03 17:31:31","214","","","0",""
"763","2","","761","2008-08-03 17:37:43","51","","","0",""
"764","2","","742","2008-08-03 17:40:25","","Dan","","0",""
"766","1","1619","","2008-08-03 17:44:07","1384652","","","0","<python><mysql><postgresql><bpgsql>"
"768","2","","174","2008-08-03 18:06:30","214","","","0",""
"769","1","781","","2008-08-03 18:14:24","79","","","0","<math><linear-algebra><system><linear-equation>"
"770","2","","761","2008-08-03 18:18:54","175","","","0",""
"771","2","","746","2008-08-03 18:22:47","175","","","0",""
"773","1","7286","","2008-08-03 18:27:09","207","","","0","<python><itertools>"
"774","2","","769","2008-08-03 18:27:13","157","","","0",""
"777","2","","766","2008-08-03 18:32:27","150","","","0",""
"781","2","","769","2008-08-03 18:37:24","229","","","0",""
"783","2","","773","2008-08-03 18:40:09","189","","","0",""
"787","2","","650","2008-08-03 18:46:33","175","","","0",""
"791","2","","622","2008-08-03 18:52:17","175","","","0",""
"794","2","","561","2008-08-03 19:06:00","157","","","0",""
"795","2","","746","2008-08-03 19:10:58","227","","","0",""
"797","2","","13","2008-08-03 19:30:55","227","","","0",""
"798","2","","709","2008-08-03 19:36:48","230","","","0",""
"799","2","","717","2008-08-03 19:42:03","162","","","0",""
"802","2","","766","2008-08-03 20:07:05","1384652","","","0",""
"805","1","894","","2008-08-03 20:11:26","232","","","0","<asp-classic><sftp>"
"810","1","820","","2008-08-03 20:35:01","233","","","0","<windows><visual-studio><registry><installation>"
"817","2","","13","2008-08-03 20:40:33","234","","","0",""
"818","2","","810","2008-08-03 20:45:27","233","","","0",""
"820","2","","810","2008-08-03 20:48:47","91","","","0",""
"826","1","97294","","2008-08-03 21:08:54","101","","","0","<algorithm><language-agnostic>"
"829","2","","810","2008-08-03 21:17:33","234","","","0",""
"832","1","837","","2008-08-03 21:22:52","224","","","0","<c#><linq><left-join>"
"833","1","838","","2008-08-03 21:23:41","186","","","0","<sql-server><database>"
"834","2","","826","2008-08-03 21:24:56","200","","","0",""
"835","1","1023","","2008-08-03 21:25:09","91","","","0","<msbuild><cruisecontrol.net>"
"836","2","","696","2008-08-03 21:31:14","204","","","0",""
"837","2","","832","2008-08-03 21:31:17","224","","","0",""
"838","2","","833","2008-08-03 21:31:40","60","","","0",""
"840","2","","826","2008-08-03 21:36:25","101","","","0",""
"845","1","849","","2008-08-03 21:42:37","238","Pat","","0","<javascript><html><css><fonts>"
"849","2","","845","2008-08-03 21:51:44","93","","","0",""
"855","1","858","","2008-08-03 22:03:37","93","","","0","<visual-studio><xslt><documentation><sandcastle><xml-comments>"
"858","2","","855","2008-08-03 22:12:52","34","","","0",""
"859","2","","855","2008-08-03 22:14:55","91","","","0",""
"870","2","","810","2008-08-03 22:34:06","233","","","0",""
"871","1","875","","2008-08-03 22:38:29","203","","","0","<svn><git>"
"873","2","","871","2008-08-03 22:44:26","150","","","0",""
"875","2","","871","2008-08-03 22:45:44","91","","","0",""
"876","2","","871","2008-08-03 22:47:42","34","","","0",""
"877","2","","717","2008-08-03 22:48:47","206","","","0",""
"879","1","885","","2008-08-03 22:51:41","58","","","0","<php><variables><pass-by-reference><pass-by-value>"
"880","2","","879","2008-08-03 22:52:11","34","","","0",""
"881","2","","879","2008-08-03 22:52:17","58","","","0",""
"884","2","","826","2008-08-03 23:06:15","159","","","0",""
"885","2","","879","2008-08-03 23:06:56","91","","","0",""
"886","2","","871","2008-08-03 23:08:23","153","","","0",""
"888","1","890","","2008-08-03 23:18:21","131","","2016-08-04 09:22:00","1","<php><eclipse><debugging><phpstorm><xdebug>"
"889","2","","888","2008-08-03 23:20:48","91","","","0",""
"890","2","","888","2008-08-03 23:28:39","200","","","0",""
"891","2","","888","2008-08-03 23:32:13","234","","","0",""
"893","2","","871","2008-08-03 23:38:05","234","","","0",""
"894","2","","805","2008-08-03 23:52:47","200","","","0",""
"895","2","","194","2008-08-03 23:56:54","243","","","0",""
"896","2","","879","2008-08-03 23:57:46","34","","","0",""
"897","2","","879","2008-08-04 00:05:05","137","","","0",""
"898","1","","","2008-08-04 00:08:51","200","","","0","<language-agnostic><unicode><localization><internationalization>"
"904","1","911","","2008-08-04 00:17:34","34","","","0","<html><css><text>"
"905","1","942","","2008-08-04 00:17:55","204","","","0","<sql-server><sql-server-2005><windows-server-2003>"
"906","2","","898","2008-08-04 00:23:00","122","","","0",""
"908","2","","194","2008-08-04 00:23:55","243","","","0",""
"910","2","","871","2008-08-04 00:24:15","136","","","0",""
"911","2","","904","2008-08-04 00:25:11","55","","","0",""
"912","2","","904","2008-08-04 00:25:28","200","","","0",""
"921","2","","898","2008-08-04 00:35:14","91","","","0",""
"930","1","951","","2008-08-04 00:47:25","245","","","0","<c#><database><loops><connection>"
"931","2","","88","2008-08-04 00:51:52","116","","","0",""
"935","1","938","","2008-08-04 01:00:24","246","","","0","<string><postgresql><escaping>"
"938","2","","935","2008-08-04 01:07:03","246","","","0",""
"939","2","","123","2008-08-04 01:07:07","244","","","0",""
"940","2","","930","2008-08-04 01:07:14","243","","","0",""
"942","2","","905","2008-08-04 01:13:06","206","","","0",""
"943","2","","935","2008-08-04 01:14:57","91","","","0",""
"944","1","1016","","2008-08-04 01:15:38","233","","","0","<c#><.net><exception><exception-handling>"
"947","1","1028","","2008-08-04 01:22:49","243","","","0","<vb6><mutex>"
"950","2","","194","2008-08-04 01:29:18","206","","","0",""
"951","2","","930","2008-08-04 01:31:31","49","Leon Bambrick","","0",""
"971","2","","164","2008-08-04 02:14:59","101","","","0",""
"972","1","2982","","2008-08-04 02:17:51","145","","","0","<python><oop><methods><monkeypatching>"
"981","2","","833","2008-08-04 02:30:09","116","","","0",""
"982","2","","972","2008-08-04 02:31:13","200","","","0",""
"986","2","","944","2008-08-04 02:45:07","1","","","0",""
"990","2","","944","2008-08-04 02:54:15","233","","","0",""
"1005","1","37042","","2008-08-04 03:34:02","85","","2019-06-16 09:57:59","1","<linux><unix><vi>"
"1006","2","","1005","2008-08-04 03:39:31","55","","","0",""
"1010","1","1074","","2008-08-04 03:59:42","67","","","0","<c#><asp.net>"
"1012","2","","1005","2008-08-04 04:04:52","13","","","0",""
"1016","2","","944","2008-08-04 04:31:02","1","","","0",""
"1022","2","","930","2008-08-04 04:45:05","93","","","0",""
"1023","2","","835","2008-08-04 04:45:12","231","","","0",""
